Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	SB_4_64_SH_AYa2022_R1.raw	SB_4_64_SH_AYa2022_R2.raw	SB_4_64_SH_AYa2022_R3.raw	SB_4_64_SH_WT_R1.raw	SB_4_64_SH_WT_R2.raw	SB_4_64_SH_WT_R3.raw	SB_4_64_SH_AY_R1.raw	SB_4_64_SH_AY_R2.raw	SB_4_64_SH_AY_R3.raw	SB_4_64_SH_AYa18_R1.raw	SB_4_64_SH_AYa18_R2.raw	SB_4_64_SH_AYa18_R3.raw
A5Z2X5	YP010_YEAST	YPR010C-A		4	4	196213000.0	201658000.0	224749000.0	220341000.0	210709000.0	269670000.0	163279000.0	137780000.0	225286000.0	197233000.0	150317000.0	193584000.0
D6VTK4	STE2_YEAST	STE2		6	6	8340980.0	5193640.0	2078550.0	9899680.0	4052790.0		20108400.0	8787580.0	2464330.0	8628820.0	11099400.0	2842180.0
O13329	FOB1_YEAST	FOB1		1	1		58997.8						45124.5				
O13516	RS9A_YEAST	RPS9A		17	1	194925000.0	142185000.0	170798000.0	210142000.0	124835000.0	157529000.0	305432000.0	113893000.0	127791000.0	188020000.0	150662000.0	85463000.0
O13525	COQ4_YEAST	COQ4		17	17	50320900.0	58710400.0	61916400.0	64847800.0	70983700.0	66808300.0	66351200.0	60963000.0	51681200.0	57557100.0	64895400.0	41240700.0
O13563	RPN13_YEAST	RPN13		4	4	2871670.0	2695290.0	1364950.0	3740660.0	2623000.0		5155030.0	2081460.0		3202350.0	2436280.0	
O13585	YP089_YEAST	YPR089W		5	5	2240990.0	1323580.0		1978800.0	931863.0		2981910.0	1419360.0		2737300.0	2028810.0	
O14455	RL36B_YEAST	RPL36B		8	2	325647000.0	224329000.0	114717000.0	377715000.0	197967000.0	108551000.0	436713000.0	129518000.0	80483400.0	355412000.0	200470000.0	56195100.0
O14467	MBF1_YEAST	MBF1		11	11	53770700.0	49659900.0	27135000.0	82570700.0	42563700.0	15015600.0	82123100.0	45664800.0	20535300.0	62723600.0	40004000.0	14198800.0
O14468	YO304_YEAST	YOR304C-A		2	2	1341650.0	1710070.0	729509.0	2985240.0	803845.0		1255450.0	1274770.0	1013010.0	1536600.0		
O43137	YB085_YEAST	YBR085C-A		5	5	16367200.0	8142660.0	1153690.0	23565800.0	15926100.0	832127.0	44876900.0	8632470.0	1216370.0	18824900.0	10264000.0	1161700.0
O60200	MDM35_YEAST	MDM35		3	3	4095880.0	4038880.0	4314810.0	5912030.0	5406770.0	4001810.0	4845800.0	3884210.0	4439130.0	4258430.0	4845140.0	3720120.0
O74302	YD13A_YEAST	TY1A-DR4		2	0	3799540.0	7194530.0	3610920.0	3705450.0	3583110.0	2016230.0	9249730.0	7913880.0	3726100.0	10328200.0	10474600.0	1207600.0
O74700	TIM9_YEAST	TIM9		7	7	1489910000.0	1535330000.0	1283070000.0	1881290000.0	1634880000.0	1081450000.0	1477770000.0	1628940000.0	1448630000.0	1510840000.0	1708490000.0	1198960000.0
O75012	MRP10_YEAST	MRP10		4	4	129732000.0	135943000.0	110865000.0	145076000.0	114829000.0	151999000.0	89979000.0	84755800.0	100171000.0	90575200.0	108100000.0	98713300.0
P00044	CYC1_YEAST	CYC1		15	12	6346920000.0	5601870000.0	5070530000.0	8187070000.0	7350630000.0	5631930000.0	6534410000.0	5035230000.0	5200180000.0	5870180000.0	6411600000.0	4263390000.0
P00045	CYC7_YEAST	CYC7		8	8	269698000.0	214046000.0	172506000.0	241435000.0	201510000.0	157975000.0	279826000.0	305210000.0	221680000.0	257529000.0	367470000.0	221737000.0
P00127	QCR6_YEAST	QCR6		3	3	60087300.0	53778100.0	58035000.0	50114600.0	78307900.0	64146300.0	48817800.0	68622400.0	42544800.0	52831200.0	54856400.0	35478500.0
P00128	QCR7_YEAST	QCR7		13	13	1445120000.0	1652540000.0	2128200000.0	1684560000.0	1795820000.0	2881910000.0	1546330000.0	1244520000.0	1703530000.0	1519280000.0	1192170000.0	1977790000.0
P00175	CYB2_YEAST	CYB2		41	41	1364490000.0	1434380000.0	1229310000.0	1718750000.0	1501200000.0	1513620000.0	1261170000.0	1437900000.0	1315450000.0	1325200000.0	1452350000.0	1807890000.0
P00330	ADH1_YEAST	ADH1		14	0	1147870000.0	1261040000.0	446573000.0	1261020000.0	852098000.0	305259000.0	1834960000.0	1261280000.0	490960000.0	1104650000.0	1654900000.0	412627000.0
P00331	ADH2_YEAST	ADH2		15	11	466397000.0	780496000.0	266037000.0	677410000.0	469749000.0	175334000.0	1016820000.0	685208000.0	250814000.0	528497000.0	629215000.0	223415000.0
P00358	G3P2_YEAST	TDH2		7	6	1075820000.0	967854000.0	428965000.0	1117720000.0	1218930000.0	224278000.0	1621200000.0	506414000.0	430411000.0	1364920000.0	530132000.0	517612000.0
P00359	G3P3_YEAST	TDH3		34	10	2758010000.0	2597180000.0	901476000.0	3364630000.0	2756100000.0	543697000.0	4995470000.0	1747560000.0	936801000.0	3128360000.0	1901340000.0	853566000.0
P00360	G3P1_YEAST	TDH1		20	20	1810970000.0	1770840000.0	609174000.0	2444880000.0	2848550000.0	219173000.0	2406110000.0	502736000.0	891395000.0	2318890000.0	461976000.0	727788000.0
P00401	COX1_YEAST	COX1		3	3	411570000.0	633331000.0	913664000.0	474797000.0	658364000.0	1531220000.0	593926000.0	381770000.0	623801000.0	458246000.0	250379000.0	718544000.0
P00410	COX2_YEAST	COX2		9	9	516063000.0	792471000.0	1356750000.0	657974000.0	785075000.0	1927430000.0	726602000.0	532659000.0	984665000.0	540069000.0	315796000.0	883981000.0
P00424	COX5A_YEAST	COX5A		9	6	818688000.0	1019910000.0	1419640000.0	981275000.0	1121610000.0	1922460000.0	838093000.0	681498000.0	1026600000.0	809409000.0	561016000.0	1015340000.0
P00425	COX5B_YEAST	COX5B		8	8	54514500.0	56530300.0	48813700.0	62652200.0	66154700.0	63594700.0	64927000.0	79403700.0	54418900.0	62001300.0	80604600.0	55548600.0
P00427	COX6_YEAST	COX6		13	13	1715790000.0	1755840000.0	1754890000.0	1854670000.0	1909290000.0	1975870000.0	1633490000.0	1407270000.0	1654760000.0	1628940000.0	1544810000.0	1504880000.0
P00431	CCPR_YEAST	CCP1		25	25	594493000.0	638100000.0	520114000.0	720080000.0	741616000.0	500555000.0	603803000.0	698154000.0	629136000.0	677259000.0	689448000.0	609351000.0
P00445	SODC_YEAST	SOD1		15	15	867585000.0	769865000.0	386752000.0	1118240000.0	850291000.0	459009000.0	1149700000.0	640325000.0	469826000.0	861497000.0	733358000.0	579526000.0
P00447	SODM_YEAST	SOD2		12	12	1260530000.0	1474660000.0	1269390000.0	1364880000.0	1560440000.0	1711150000.0	1104910000.0	2017620000.0	1130720000.0	1232570000.0	1628370000.0	1744390000.0
P00498	HIS1_YEAST	HIS1		9	9	13787000.0	11539900.0	8500610.0	19109500.0	10698400.0	8000050.0	36863900.0	9590590.0	6215690.0	16542300.0	13905500.0	4403970.0
P00546	CDK1_YEAST	CDC28		18	16	18605000.0	17045100.0	15707600.0	21675600.0	13065000.0	10097300.0	33219200.0	16646800.0	20157900.0	23606900.0	16644200.0	16980700.0
P00549	KPYK1_YEAST	CDC19		43	40	680156000.0	512623000.0	398724000.0	794943000.0	415401000.0	296882000.0	1357740000.0	485144000.0	309190000.0	727961000.0	610452000.0	261578000.0
P00560	PGK_YEAST	PGK1		48	48	2513490000.0	1396950000.0	331578000.0	3188500000.0	2756970000.0	269279000.0	3480260000.0	1140260000.0	320763000.0	3055810000.0	1364150000.0	307410000.0
P00724	INV2_YEAST	SUC2		6	6	1981150.0	1314180.0	1596080.0	1708510.0	1142490.0	1655950.0	3908980.0	3103760.0	1491970.0	2948950.0	4793730.0	1222190.0
P00729	CBPY_YEAST	PRC1		10	10	21325700.0	10014500.0	4095190.0	17511700.0	9864920.0	3083720.0	17577700.0	11533100.0	2713960.0	20046500.0	22599900.0	4810450.0
P00812	ARGI_YEAST	CAR1		4	4	9569500.0	8409590.0	4792530.0	11958700.0	7538300.0		17001100.0	7585690.0	2160280.0	10176700.0	6429540.0	1393200.0
P00815	HIS2_YEAST	HIS4		23	23	18353000.0	16340600.0	7206210.0	19716900.0	15438300.0	5930440.0	40568400.0	11539700.0	4912560.0	21207900.0	14152600.0	3562810.0
P00817	IPYR_YEAST	IPP1		18	18	124231000.0	100590000.0	20874600.0	156564000.0	96039400.0	18361200.0	242606000.0	78952900.0	15184900.0	141032000.0	108310000.0	17699200.0
P00830	ATPB_YEAST	ATP2		41	41	11012200000.0	12787700000.0	17882600000.0	12909800000.0	11950200000.0	16687700000.0	12493100000.0	11242800000.0	16238300000.0	11565500000.0	9681870000.0	16083700000.0
P00854	ATP6_YEAST	ATP6		1	1	2106310.0	2296570.0	3012920.0	2542220.0	2845220.0	2404320.0	2053240.0	4828400.0	1835110.0	1912900.0	2426540.0	2523950.0
P00890	CISY1_YEAST	CIT1		42	42	7115580000.0	9612630000.0	9175700000.0	9764230000.0	11896800000.0	9786610000.0	8743630000.0	10095800000.0	9895310000.0	8323070000.0	9945750000.0	9561490000.0
P00899	TRPE_YEAST	TRP2		18	18	8089050.0	7499710.0	4609870.0	8587060.0	6179600.0	2644060.0	16922500.0	6505070.0	6010450.0	9666160.0	7666690.0	5191080.0
P00924	ENO1_YEAST	ENO1		32	18	1662700000.0	1168740000.0	384394000.0	2077580000.0	1101960000.0	300891000.0	3748540000.0	1000270000.0	302036000.0	1719940000.0	1124830000.0	238849000.0
P00925	ENO2_YEAST	ENO2		16	16	937850000.0	815519000.0	225366000.0	1025920000.0	631314000.0	128228000.0	1578220000.0	867360000.0	195978000.0	978191000.0	1061660000.0	184623000.0
P00927	THDH_YEAST	ILV1		41	41	480034000.0	488144000.0	535662000.0	498591000.0	522607000.0	508764000.0	549311000.0	506583000.0	558398000.0	507405000.0	518567000.0	609335000.0
P00931	TRP_YEAST	TRP5		25	25	43878400.0	30726300.0	16263500.0	53604100.0	28514500.0	12565500.0	93220800.0	26589000.0	12852700.0	67404100.0	34621000.0	13718800.0
P00937	TRPG_YEAST	TRP3		10	10	1762580.0	2408030.0	1292330.0	2660140.0	1635770.0	1483420.0	5260630.0	2003590.0	1027810.0	2549560.0	1898350.0	794634.0
P00942	TPIS_YEAST	TPI1		16	16	319481000.0	282033000.0	50221600.0	367569000.0	234163000.0	59596700.0	676652000.0	266465000.0	34255300.0	306383000.0	366994000.0	29198000.0
P00950	PMG1_YEAST	GPM1		23	23	793498000.0	565279000.0	329271000.0	784627000.0	484670000.0	246447000.0	1252920000.0	508216000.0	303275000.0	849921000.0	778984000.0	390918000.0
P00958	SYMC_YEAST	MES1		15	15	10265500.0	7771280.0	5852460.0	8852770.0	4965220.0	5030490.0	17474900.0	5773720.0	5219220.0	11398800.0	10136200.0	4073470.0
P01094	IPA3_YEAST	PAI3		3	3	2924040.0	2443770.0	638851.0	6392280.0	5204670.0	876062.0	8989590.0	893430.0	407160.0	5380260.0	1664750.0	616562.0
P01097	ATIF_YEAST	INH1		9	9	2692470000.0	2900250000.0	3197060000.0	3467620000.0	3514620000.0	3186820000.0	2644210000.0	2232000000.0	2656450000.0	2421270000.0	2435360000.0	2775230000.0
P01098	STF1_YEAST	STF1		8	8	471687000.0	592195000.0	884506000.0	618693000.0	620000000.0	650932000.0	543979000.0	570602000.0	748686000.0	461381000.0	512312000.0	789008000.0
P01119	RAS1_YEAST	RAS1		22	22	38223600.0	35166400.0	26734000.0	54279300.0	35088700.0	8994880.0	63151100.0	35662900.0	24586800.0	46596100.0	50759300.0	23936200.0
P01120	RAS2_YEAST	RAS2		21	21	159710000.0	138063000.0	112787000.0	200328000.0	112254000.0	28624600.0	291075000.0	173248000.0	109260000.0	177999000.0	185387000.0	82629900.0
P01123	YPT1_YEAST	YPT1		21	21	337863000.0	308150000.0	106445000.0	341601000.0	215585000.0	67220000.0	394913000.0	308147000.0	79814800.0	327745000.0	369186000.0	66251300.0
P02293	H2B1_YEAST	HTB1		10	0	840501000.0	1606960000.0	962463000.0	1273660000.0	968931000.0	273945000.0	1224470000.0	1069330000.0	398482000.0	1171060000.0	952969000.0	420311000.0
P02309	H4_YEAST	HHF1		10	10	400515000.0	1270470000.0	778074000.0	651766000.0	608543000.0	205410000.0	585026000.0	1237780000.0	298274000.0	609334000.0	917079000.0	245656000.0
P02381	RMAR_YEAST	VAR1		17	17	51634500.0	58526600.0	47104800.0	61314400.0	60505400.0	67658200.0	38988500.0	50561400.0	39738000.0	34071800.0	45284000.0	33006600.0
P02400	RLA4_YEAST	RPP2B		5	5	250960000.0	194084000.0	57894700.0	282449000.0	138814000.0	45264400.0	288129000.0	144723000.0	54455200.0	291492000.0	171818000.0	53104800.0
P02406	RL28_YEAST	RPL28		9	9	254174000.0	157849000.0	91534200.0	338170000.0	153421000.0	65759700.0	303524000.0	101674000.0	61400900.0	295058000.0	161472000.0	34385400.0
P02407;P14127	RS17A_YEAST;RS17B_YEAST	RPS17A;RPS17B		12	0	128572000.0	102227000.0	88156100.0	148345000.0	77024400.0	86642600.0	212866000.0	75973300.0	62799400.0	120750000.0	119949000.0	52911500.0
P02557	TBB_YEAST	TUB2		11	11	10580700.0	8684140.0	13311800.0	10350000.0	7019810.0	10427900.0	17167800.0	9552550.0	10299600.0	14279300.0	8088400.0	8400030.0
P02829	HSP82_YEAST	HSP82		7	7	37642500.0	27770700.0	6361400.0	43758300.0	21149000.0	5545920.0	63835100.0	25554400.0	5813090.0	44620000.0	38340900.0	3887370.0
P02992	EFTU_YEAST	TUF1		34	34	1859560000.0	1879770000.0	1859290000.0	2110930000.0	1926130000.0	1745670000.0	2021630000.0	1914950000.0	1976010000.0	1752740000.0	1775460000.0	1686660000.0
P02994	EF1A_YEAST	TEF1		37	37	3536630000.0	2235920000.0	2380150000.0	4712840000.0	2325780000.0	2727480000.0	5951440000.0	1990370000.0	1452360000.0	4718720000.0	2547490000.0	1096060000.0
P03870	FLP_YEAST	FLP1		1	1		621290.0	936531.0				894493.0	462169.0	760066.0	739113.0	702820.0	
P03871	REP1_YEAST	REP1		2	2	103732.0	356861.0	352766.0	480211.0	426639.0		337281.0	136917.0	387346.0	523133.0	152291.0	257673.0
P03872	REP2_YEAST	REP2		4	4	635824.0	1364840.0	1591930.0	1450680.0	1189960.0	507344.0	964347.0	611965.0	1767820.0	1607340.0	530566.0	1166740.0
P03873	MBI2_YEAST	BI2		5	5	11503300.0	12154700.0	10604500.0	14195700.0	15028800.0	14753200.0	7542140.0	9797350.0	10038900.0	8166270.0	10624400.0	8880810.0
P03874	CBP2_YEAST	CBP2		20	20	43397100.0	47974500.0	49855500.0	47192500.0	53550000.0	50393100.0	52380000.0	50643700.0	51416600.0	56512400.0	50280600.0	75615600.0
P03875	AI1M_YEAST	AI1		22	22	15773900.0	20955900.0	20909000.0	24481100.0	26637200.0	28074300.0	13384000.0	14932700.0	14288400.0	9781210.0	18290400.0	17419700.0
P03876	AI2M_YEAST	AI2		9	9	7145440.0	10025400.0	10140600.0	11051800.0	12084700.0	13373900.0	6665310.0	7104730.0	6802530.0	4633900.0	8480310.0	13112700.0
P03877	SCE3_YEAST	AI3		5	5	2666690.0	6519390.0	7317950.0	4334840.0	7637210.0	9716810.0	3278910.0	3217830.0	4385620.0	2011400.0		4111750.0
P03878	SCE2_YEAST	AI4		7	5	12880100.0	21054600.0	19536000.0	24692400.0	26545200.0	27070700.0	12478400.0	14314200.0	12322600.0	11315300.0	16089600.0	8308280.0
P03879	MBI4_YEAST	BI4		5	3	59842700.0	78127200.0	85849100.0	98189900.0	103685000.0	109625000.0	67460400.0	78243800.0	52590700.0	54309000.0	55807500.0	38703400.0
P03881	YMRF1_YEAST	Q0255		1	1						1814450.0						
P03962	PYRF_YEAST	URA3		21	21	57991300.0	62943800.0	116828000.0	198286000.0	276050000.0	162406000.0	118660000.0	40728500.0	165193000.0	69113100.0	37390100.0	140631000.0
P03965	CARB_YEAST	CPA2		28	28	13315300.0	10898500.0	5331000.0	15565400.0	11477700.0	3932280.0	30251800.0	8353850.0	3867380.0	17057500.0	10467500.0	3072120.0
P04037	COX4_YEAST	COX4		10	10	2044920000.0	2424690000.0	3747590000.0	2491790000.0	2781420000.0	3740300000.0	2016710000.0	2104590000.0	3169580000.0	2046200000.0	1501510000.0	3023050000.0
P04039	COX8_YEAST	COX8		2	2	883353000.0	1217330000.0	1376870000.0	1185940000.0	1211800000.0	1890220000.0	1200150000.0	911883000.0	1049510000.0	889593000.0	835832000.0	931896000.0
P04046	PUR1_YEAST	ADE4		6	6	6640490.0	5523140.0	2788180.0	7586380.0	4602000.0	2686590.0	13492600.0	5476240.0	1801690.0	5405860.0	7461480.0	1718140.0
P04050	RPB1_YEAST	RPO21		28	27	2185600.0	1764560.0	1487030.0	2572040.0	1637910.0	569658.0	3908880.0	1739520.0	1721490.0	3376450.0	1404210.0	2152230.0
P04076	ARLY_YEAST	ARG4		16	16	20446500.0	21391500.0	6583590.0	30308400.0	26977600.0	5321060.0	73371100.0	10971800.0	3482470.0	23536700.0	15917700.0	3618450.0
P04147	PABP_YEAST	PAB1		35	35	48024200.0	47461000.0	42696700.0	56687500.0	33185700.0	27179900.0	87929900.0	34161000.0	49806200.0	51879200.0	43010800.0	37744700.0
P04161	PUR3_YEAST	ADE8		1	1	79191.8	93774.7		111008.0	103710.0	55008.6	226465.0	66782.8			77934.5	
P04173	LEU3_YEAST	LEU2		4	4	1027420.0	1357410.0	724177.0				883038.0	2036070.0	1773340.0	1724550.0	2100980.0	2281780.0
P04385	GAL1_YEAST	GAL1		1	1	3726210.0									6464220.0		
P04449	RL24A_YEAST	RPL24A		10	3	214567000.0	186945000.0	150439000.0	268429000.0	170900000.0	178476000.0	343350000.0	155410000.0	104935000.0	192660000.0	167596000.0	76175000.0
P04456	RL25_YEAST	RPL25		10	10	302418000.0	179147000.0	51884500.0	338741000.0	169552000.0	36497400.0	381221000.0	123726000.0	38737000.0	346016000.0	127670000.0	27590600.0
P04650	RL39_YEAST	RPL39		2	2	63548900.0	44122200.0	30665700.0	92274400.0	44307700.0	19039100.0	92291800.0	27434700.0	18689000.0	71280300.0	47130000.0	13668000.0
P04710	ADT1_YEAST	AAC1		13	13	23699100.0	31107000.0	68894100.0	20410300.0	53494000.0	118845000.0	36500500.0	43843000.0	51180900.0	23543300.0	29798400.0	43905000.0
P04786	TOP1_YEAST	TOP1		10	10	2550640.0	5128100.0	1942480.0	3038370.0	2573620.0	753055.0	2126830.0	1460570.0	480914.0	6486760.0	1282400.0	601390.0
P04801	SYTC_YEAST	THS1		31	31	30907300.0	21637700.0	23034400.0	35560200.0	19873400.0	19814300.0	55197100.0	18444200.0	16496000.0	34659800.0	29313600.0	13383200.0
P04802	SYDC_YEAST	DPS1		29	29	35005800.0	28218400.0	10348800.0	43657800.0	27756400.0	15914500.0	68881000.0	20277500.0	7826860.0	43181300.0	32310800.0	6778020.0
P04803	SYWM_YEAST	MSW1		18	18	92398000.0	74007400.0	78934100.0	84936200.0	79005500.0	74478200.0	80001800.0	94532300.0	84448300.0	96497500.0	88343700.0	96614700.0
P04806	HXKA_YEAST	HXK1		37	34	582142000.0	341624000.0	134942000.0	659866000.0	423125000.0	114713000.0	938015000.0	299563000.0	103669000.0	635236000.0	519509000.0	112546000.0
P04807	HXKB_YEAST	HXK2		24	24	129633000.0	85725900.0	40488400.0	118684000.0	69343100.0	25542100.0	214430000.0	71395300.0	29915900.0	137387000.0	102161000.0	28706500.0
P04817	CAN1_YEAST	CAN1		1	1	430763.0	413471.0		466565.0			721947.0	373666.0		494471.0	455429.0	
P04819	DNLI1_YEAST	CDC9		17	17	13496000.0	11059400.0	13373100.0	12524600.0	11321700.0	10734600.0	13909600.0	10450300.0	12799500.0	14196500.0	11943800.0	12671700.0
P04821	CDC25_YEAST	CDC25		7	7	1578420.0	1930810.0	1109910.0	2104950.0	1078430.0	1227440.0	3619950.0	1007570.0	366894.0	1368490.0	1537110.0	737187.0
P04840	VDAC1_YEAST	POR1		24	24	14710200000.0	18330500000.0	20063100000.0	17485500000.0	17484400000.0	22103800000.0	17297100000.0	17729800000.0	19368900000.0	14215900000.0	16395900000.0	16895600000.0
P04912	H2A2_YEAST	HTA2		7	0	398401000.0	910941000.0	452916000.0	552040000.0	475107000.0	126628000.0	533467000.0	538895000.0	207079000.0	588399000.0	456727000.0	187051000.0
P05030	PMA1_YEAST	PMA1		45	16	13614300000.0	11838000000.0	10938500000.0	14250100000.0	12457900000.0	7090610000.0	12094500000.0	14207100000.0	9558850000.0	12786200000.0	13742600000.0	8327020000.0
P05150	OTC_YEAST	ARG3		5	5	4170570.0	4517280.0	828828.0	4895430.0	4785640.0		14028400.0	3699840.0	1030740.0	4890390.0	3804230.0	414500.0
P05317	RLA0_YEAST	RPP0		14	14	339963000.0	174626000.0	98039800.0	320957000.0	192669000.0	72662100.0	392824000.0	137013000.0	73711000.0	328717000.0	204386000.0	57909700.0
P05318	RLA1_YEAST	RPP1A		2	2	61573900.0	47353800.0	6461740.0	59963300.0	31905600.0	5362320.0	66633900.0	31545300.0	7500960.0	66458900.0	48113700.0	6079030.0
P05319	RLA2_YEAST	RPP2A		6	6	130806000.0	115379000.0	34056700.0	121802000.0	88987900.0	16417100.0	172094000.0	132525000.0	34456700.0	136293000.0	118458000.0	29854000.0
P05373	HEM2_YEAST	HEM2		6	6	8915000.0	8174090.0	2391220.0	7787200.0	5849580.0	2881130.0	15990900.0	5544390.0	2662950.0	8212860.0	7220910.0	1615480.0
P05374	CHO2_YEAST	CHO2		35	35	167080000.0	111570000.0	80035800.0	186532000.0	84270700.0	18979600.0	147064000.0	101750000.0	40788300.0	133083000.0	128047000.0	24479800.0
P05375	PLMT_YEAST	OPI3		6	6	81295500.0	108885000.0	46796000.0	181052000.0	107746000.0	25152800.0	128578000.0	135600000.0	22050700.0	86131100.0	134369000.0	11769600.0
P05453	ERF3_YEAST	SUP35		16	16	14853000.0	12357400.0	14426400.0	14986900.0	8448280.0	12821100.0	29037300.0	10452000.0	9645990.0	16916600.0	12261300.0	5559870.0
P05626	ATPF_YEAST	ATP4		20	20	2425260000.0	2844720000.0	3782970000.0	3066250000.0	2837720000.0	4169830000.0	2548860000.0	2368320000.0	3208210000.0	2363970000.0	1996650000.0	4049970000.0
P05694	METE_YEAST	MET6		52	52	161116000.0	120759000.0	21319800.0	165271000.0	96334400.0	22417000.0	319931000.0	108737000.0	21473000.0	147368000.0	108576000.0	21068500.0
P05737	RL7A_YEAST	RPL7A		1	1	119337000.0	99325600.0	41911500.0	194236000.0	88456200.0	35880200.0	197809000.0	67943400.0	33009600.0	161976000.0	79075600.0	16084300.0
P05738	RL9A_YEAST	RPL9A		12	2	285553000.0	219520000.0	199828000.0	329675000.0	184529000.0	172394000.0	436282000.0	170342000.0	110235000.0	297355000.0	182524000.0	82112000.0
P05739	RL6B_YEAST	RPL6B		15	8	224629000.0	177244000.0	120522000.0	306307000.0	158914000.0	109785000.0	349751000.0	133195000.0	77869800.0	269640000.0	140410000.0	54477000.0
P05740	RL17A_YEAST	RPL17A		1	1	211559000.0	146473000.0	124110000.0	266700000.0	110188000.0	108891000.0	281775000.0	91212900.0	86809700.0	261707000.0	138412000.0	58506500.0
P05744	RL33A_YEAST	RPL33A		9	2	184749000.0	126744000.0	106967000.0	246132000.0	115660000.0	108876000.0	277951000.0	79921100.0	77492600.0	199279000.0	115145000.0	70644600.0
P05745	RL36A_YEAST	RPL36A		2	2	27307500.0	18199600.0	6942780.0	24293200.0	14395100.0	6439270.0	28271500.0	10630000.0	5926530.0	25846100.0	15353300.0	3497090.0
P05747	RL29_YEAST	RPL29		4	4	36643600.0	31663000.0	9330760.0	33930900.0	22879400.0	6577300.0	66778900.0	30463000.0	8927700.0	24784900.0	38037900.0	8632000.0
P05748	RL15A_YEAST	RPL15A		9	1	333153000.0	231922000.0	172284000.0	392877000.0	227500000.0	177324000.0	488146000.0	183839000.0	103687000.0	233442000.0	181573000.0	91586500.0
P05749	RL22A_YEAST	RPL22A		3	3	19073000.0	10750700.0	4076810.0	20459300.0	9101940.0	3141470.0	23880300.0	9113680.0	3189930.0	17663600.0	8837700.0	15445100.0
P05750	RS3_YEAST	RPS3		24	24	210905000.0	158156000.0	164810000.0	270794000.0	152397000.0	158291000.0	346625000.0	142633000.0	124073000.0	245727000.0	153118000.0	97887100.0
P05755	RS9B_YEAST	RPS9B		1	1	61137000.0	48128000.0	43334400.0	104897000.0	52550000.0	27533300.0	120320000.0	30843600.0	28790600.0	89817300.0	51077700.0	18956200.0
P05756	RS13_YEAST	RPS13		8	8	152958000.0	103750000.0	90874200.0	169259000.0	98517000.0	111270000.0	206250000.0	118767000.0	84305900.0	172638000.0	131970000.0	82259200.0
P05759	RS31_YEAST	RPS31		12	4	1555580000.0	1228480000.0	445755000.0	2643690000.0	1976500000.0	302848000.0	2756990000.0	888457000.0	372779000.0	2129790000.0	1018360000.0	282618000.0
P05986	KAPC_YEAST	TPK3		4	1	8180620.0	4945310.0	5915560.0	7222860.0		3901240.0	15087500.0	4445460.0	6796080.0	11870700.0	4527050.0	5306460.0
P06100	NOT2_YEAST	CDC36		2	2	830462.0	610348.0	549160.0	1626500.0	710019.0		2160450.0	509900.0	1326880.0	1083980.0	738039.0	1187480.0
P06101	CDC37_YEAST	CDC37		9	9	4804400.0	4672030.0	1190000.0	5825470.0	3444380.0		9586150.0	3559060.0	1178000.0	6148400.0	4685570.0	491696.0
P06102	NOT3_YEAST	NOT3		6	6	989591.0	707566.0	676529.0	924669.0	525637.0	283448.0	1340120.0	549671.0	857749.0	1218520.0	673628.0	626627.0
P06103	EIF3B_YEAST	PRT1		23	23	27080900.0	21093700.0	21402600.0	35024100.0	19648500.0	19721700.0	53546000.0	16097300.0	14277000.0	34105100.0	23724800.0	8810480.0
P06105	SC160_YEAST	SCP160		54	54	27923000.0	14670000.0	8035110.0	38189100.0	17025700.0	7588670.0	41948800.0	11248200.0	6268540.0	38618700.0	16903700.0	4009740.0
P06106	CYSD_YEAST	MET17		16	16	114724000.0	85529400.0	20523100.0	113334000.0	57085500.0	10241900.0	282895000.0	70713500.0	15359900.0	126968000.0	100411000.0	13846100.0
P06115	CATT_YEAST	CTT1		14	14	15227700.0	11494900.0	4916800.0	21038800.0	13613400.0	3905140.0	49270700.0	8004850.0	6332130.0	20089700.0	10054600.0	9072540.0
P06168	ILV5_YEAST	ILV5		39	39	4285950000.0	4899660000.0	5795520000.0	3911930000.0	4210610000.0	4168280000.0	5683190000.0	7403610000.0	6179470000.0	5406280000.0	7901410000.0	5997260000.0
P06169	PDC1_YEAST	PDC1		29	21	659607000.0	514666000.0	244220000.0	669387000.0	427948000.0	187369000.0	1225890000.0	476650000.0	191868000.0	766537000.0	629082000.0	217700000.0
P06174	HEM4_YEAST	HEM4		2	2	818483.0	915952.0	282770.0	1211520.0	973614.0		2095190.0	599196.0	379128.0	1318870.0	1528050.0	574047.0
P06182	CCHL_YEAST	CYC3		11	11	231096000.0	238782000.0	272478000.0	245328000.0	246477000.0	246042000.0	269174000.0	354010000.0	290524000.0	252795000.0	347220000.0	242969000.0
P06197	PIS_YEAST	PIS1		10	10	129249000.0	110016000.0	62743000.0	158815000.0	86032100.0	24655800.0	128745000.0	164773000.0	31514000.0	112967000.0	158493000.0	21128700.0
P06208	LEU1_YEAST	LEU4		49	34	1525950000.0	2501380000.0	2637330000.0	1914640000.0	2292970000.0	2203410000.0	1981370000.0	2176810000.0	2476980000.0	1732350000.0	1959860000.0	2423970000.0
P06244	KAPA_YEAST	TPK1		1	1	2202130.0	1796590.0	1513080.0	2251670.0	1811630.0	2212400.0	4691830.0	1188180.0	889990.0	3345560.0	2606120.0	794935.0
