Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	SB_4_64_SH_AYa2022_R1.raw	SB_4_64_SH_AYa2022_R2.raw	SB_4_64_SH_AYa2022_R3.raw	SB_4_64_SH_WT_R1.raw	SB_4_64_SH_WT_R2.raw	SB_4_64_SH_WT_R3.raw	SB_4_64_SH_AY_R1.raw	SB_4_64_SH_AY_R2.raw	SB_4_64_SH_AY_R3.raw	SB_4_64_SH_AYa18_R1.raw	SB_4_64_SH_AYa18_R2.raw	SB_4_64_SH_AYa18_R3.raw
Q02608	RT16_YEAST	MRPS16		7	7	74017800.0	78014300.0	67764500.0	79809600.0	71674300.0	88966900.0	55337200.0	63797600.0	66047600.0	54158700.0	61151000.0	67513800.0
Q02629	NU100_YEAST	NUP100		12	12	8654200.0	11316000.0	3836400.0	13507800.0	6834200.0	1661670.0	8325630.0	7863840.0	2918510.0	7519010.0	8411560.0	2208990.0
Q02630	NU116_YEAST	NUP116		22	22	25826700.0	35681300.0	12888200.0	49671700.0	19288900.0	6765660.0	28816400.0	23647400.0	7576890.0	20594100.0	30900900.0	4844110.0
Q02642	NACB1_YEAST	EGD1		5	5	47012500.0	57599500.0	20556100.0	56985500.0	35026600.0	15477100.0	114198000.0	53305200.0	15962500.0	55157400.0	33632600.0	5197610.0
Q02647	DYL1_YEAST	DYN2		7	7	77908000.0	99239400.0	36791000.0	140741000.0	61226800.0	12119100.0	99548800.0	78181400.0	18264000.0	77993600.0	92850200.0	11411500.0
Q02724	ULP1_YEAST	ULP1		17	17	3276120.0	5937170.0	1933060.0	6996950.0	3582410.0	617144.0	4048190.0	2711550.0	892280.0	3514520.0	4502160.0	437584.0
Q02725	VTC3_YEAST	VTC3		38	38	54092500.0	58527900.0	14018200.0	72533400.0	41258800.0	6901620.0	73194800.0	49893500.0	8329860.0	50804900.0	61278200.0	9373310.0
Q02753	RL21A_YEAST	RPL21A		11	2	162480000.0	109967000.0	89589000.0	239224000.0	119535000.0	85087000.0	252938000.0	93083500.0	61520300.0	206008000.0	119347000.0	41875000.0
Q02754	YP067_YEAST	YPL067C		2	2							34848.3			21864.0		
Q02770	CWC27_YEAST	CWC27		1	1		109844.0										
Q02771	PT117_YEAST	PET117		8	8	28673600.0	27472600.0	25145100.0	27287200.0	23217800.0	26299000.0	24710800.0	29679100.0	28412500.0	29456500.0	35175800.0	25283600.0
Q02772	PT191_YEAST	PET191		6	6	39893700.0	48722300.0	54213200.0	49869800.0	44958900.0	38415200.0	53690600.0	45158000.0	59095400.0	35402400.0	41802500.0	43968300.0
Q02773	RPM2_YEAST	RPM2		19	19	13629400.0	15011000.0	17633100.0	14351600.0	15803800.0	16943600.0	12494100.0	13274300.0	15152100.0	12345000.0	12817100.0	13296400.0
Q02774	SHR3_YEAST	SHR3		3	3	148267000.0	123292000.0	63798900.0	205773000.0	85081900.0	27336000.0	135096000.0	150971000.0	34025400.0	138055000.0	168486000.0	20312100.0
Q02776	TIM50_YEAST	TIM50		30	30	405230000.0	414452000.0	415185000.0	460981000.0	394894000.0	359483000.0	445985000.0	557863000.0	415869000.0	449750000.0	548487000.0	560884000.0
Q02783	LPE10_YEAST	MFM1		5	5	128178.0	183573.0	142515.0	124681.0	120598.0	215796.0	202468.0	316808.0	200559.0	175724.0	159218.0	135509.0
Q02784	GLRX5_YEAST	GRX5		9	9	753053000.0	793405000.0	831136000.0	789117000.0	813598000.0	695117000.0	840216000.0	790700000.0	1192830000.0	895307000.0	786550000.0	1619900000.0
Q02785	PDR12_YEAST	PDR12		37	37	11454900.0	27776400.0	32386300.0	10174100.0	21732300.0	3689540.0	36340900.0	10166400.0	11815200.0	18974000.0	13743900.0	9856500.0
Q02792	XRN2_YEAST	RAT1		1	1	158837.0		264386.0						91858.0	285158.0	99347.1	
Q02795	OSTD_YEAST	SWP1		8	8	247947000.0	258362000.0	201414000.0	318968000.0	196446000.0	69997700.0	257978000.0	402873000.0	110953000.0	237518000.0	221922000.0	56062800.0
Q02799	LEE1_YEAST	LEE1		5	5	888440.0	906513.0	709060.0	663040.0			1442650.0	793402.0	1732720.0	1600980.0	1278130.0	1716120.0
Q02804	ARL3_YEAST	ARL3		4	4	4685900.0	4095990.0	1158300.0	3622160.0	2208840.0	758889.0	3517100.0	3545830.0	1150560.0	4479740.0	4384510.0	815232.0
Q02820	NCE1_YEAST	NCE101		2	2	27946900.0	25543500.0	25426500.0	28661500.0	33684500.0	40824800.0	23801900.0	36293700.0	24494700.0	25736300.0	30930400.0	21702700.0
Q02821	IMA1_YEAST	SRP1		7	7	20080700.0	23278600.0	15183600.0	26845000.0	12455900.0	8155660.0	46052500.0	20464700.0	9833820.0	24640700.0	17718200.0	3710810.0
Q02825	SEN54_YEAST	SEN54		14	14	7069540.0	7201080.0	5733600.0	7615040.0	6877560.0	5754070.0	7695670.0	10177600.0	5921140.0	7123080.0	8949110.0	5835040.0
Q02831	YP077_YEAST	YPL077C		3	3	1389200.0	1021750.0	601509.0	2292540.0	1736300.0		1574210.0	1638340.0	661166.0	1625030.0	2321260.0	532510.0
Q02863	UBP16_YEAST	UBP16		19	19	17229500.0	19589100.0	20448400.0	18420000.0	18220600.0	19410700.0	18500700.0	28336000.0	19008500.0	17609700.0	23965900.0	26217300.0
Q02873	YP107_YEAST	YPL107W		5	5	41259400.0	40577900.0	45738200.0	43674600.0	46086300.0	47815700.0	36665500.0	34670200.0	47064800.0	40283800.0	33381700.0	53979200.0
Q02875	SYH1_YEAST	SYH1		2	2			198659.0				979397.0				283220.0	
Q02883	FMP30_YEAST	FMP30		9	9	97325800.0	110799000.0	135706000.0	120206000.0	110494000.0	144271000.0	95926100.0	81409200.0	122440000.0	101626000.0	101819000.0	164183000.0
Q02887	ATG21_YEAST	ATG21		13	13	20514900.0	17325900.0	3385270.0	34592400.0	17720400.0	2487920.0	48481100.0	12479200.0	3028870.0	28573200.0	11385700.0	2152780.0
Q02888	INA17_YEAST	INA17		9	9	68021800.0	79316400.0	72484000.0	72696800.0	78803000.0	64705400.0	65460800.0	102723000.0	68463100.0	84243300.0	83987100.0	93898700.0
Q02889	MGR2_YEAST	MGR2		4	4	62907200.0	71108300.0	52901300.0	60256100.0	56124400.0	37379800.0	52470300.0	117277000.0	60583500.0	58354600.0	86926600.0	49787000.0
Q02890	PNG1_YEAST	PNG1		6	6	4935270.0	5706960.0	1964970.0	7612390.0	5400280.0	1213590.0	9379940.0	5509670.0	1033880.0	6697520.0	7183700.0	656827.0
Q02891	MCFS1_YEAST	EEB1		1	1			172984.0		115307.0	199128.0						
Q02892	NOG1_YEAST	NOG1		12	12	4383470.0	4786170.0	3812760.0	4932950.0	5319980.0	2037390.0	6556740.0	2400660.0	3855380.0	5139370.0	2883800.0	2211150.0
Q02896	YDC1_YEAST	YDC1		4	4	27719100.0	24464400.0	13694900.0	46899500.0	24772900.0	7142220.0	28543800.0	24166900.0	7610960.0	23085600.0	32189700.0	5397660.0
Q02908	ELP3_YEAST	ELP3		9	9	778978.0	824652.0	879217.0	770196.0	794179.0	552911.0	1596890.0	965627.0	1286980.0	886424.0	1303470.0	1084980.0
Q02931	UTP17_YEAST	NAN1		8	8	2917690.0	3322550.0	2082160.0	4441670.0	4768320.0	1156610.0	6050460.0	2563440.0	1887060.0	4597580.0	2446320.0	1939120.0
Q02932	KA120_YEAST	KAP120		8	8	2213930.0	590746.0	404870.0	6425760.0	895959.0	1190470.0	4639840.0		444381.0	3613590.0	629368.0	813609.0
Q02933	RNY1_YEAST	RNY1		16	16	29076300.0	22480700.0	9396260.0	46868700.0	24630000.0	8129080.0	40511900.0	15803400.0	4481550.0	29755700.0	17092800.0	2776430.0
Q02948	BECN1_YEAST	VPS30		14	14	19070100.0	20856900.0	8036310.0	27962000.0	17011200.0	6608530.0	30740900.0	18374900.0	7208840.0	23324400.0	21413400.0	6346180.0
Q02950	RT51_YEAST	MRP51		23	23	133494000.0	138671000.0	140917000.0	158749000.0	148046000.0	170016000.0	122607000.0	115324000.0	131416000.0	101615000.0	122439000.0	167854000.0
Q02959	HOS3_YEAST	HOS3		14	14	7440110.0	8216990.0	4448760.0	11704300.0	4631320.0	4234750.0	15872500.0	5534140.0	3206680.0	8586010.0	8677960.0	3572990.0
Q02961	YP113_YEAST	YPL113C		2	2	599874.0	346178.0	246036.0	718186.0	615181.0	290442.0	756654.0	331143.0	274120.0	1218590.0	848940.0	
Q02969	PEX25_YEAST	PEX25		8	8	30104100.0	13798500.0	19527800.0	18624000.0	8102760.0	1918160.0	18923200.0	14804100.0	4062940.0	13851500.0	14805400.0	5258020.0
Q02979	GDE1_YEAST	GDE1		2	2	148324.0		49488.9				188438.0			190182.0		67026.1
Q02981	YP109_YEAST	YPL109C		18	18	20339400.0	23217600.0	27796900.0	27863500.0	30406200.0	36087900.0	24368600.0	29813400.0	25570700.0	21228100.0	24647300.0	24550800.0
Q03010	UME1_YEAST	UME1		3	3	793357.0	1469880.0	736055.0	1707060.0	2169790.0		2641160.0	728845.0	560695.0	2393950.0	1139760.0	440033.0
Q03016	GIP3_YEAST	GIP3		5	5	1128890.0	650812.0	761701.0	1583520.0	695766.0	583278.0	1799190.0	449164.0	538611.0	1541510.0	909271.0	
Q03020	ISU1_YEAST	ISU1		8	5	94452400.0	104383000.0	98347000.0	102891000.0	103511000.0	69689500.0	105571000.0	112997000.0	97322500.0	79540500.0	109087000.0	182065000.0
Q03028	ODC1_YEAST	ODC1		19	19	391156000.0	479717000.0	520366000.0	487488000.0	468665000.0	485903000.0	353835000.0	394984000.0	444868000.0	384533000.0	360797000.0	483812000.0
Q03048	COFI_YEAST	COF1		8	8	184924000.0	142235000.0	63649900.0	232937000.0	183108000.0	52194400.0	716349000.0	126132000.0	33786000.0	142614000.0	224388000.0	33405800.0
Q03063	DIG1_YEAST	DIG1		6	6	910945.0	200478.0	490945.0	396071.0	393728.0		1143570.0	178983.0	479673.0	1352100.0	321123.0	488906.0
Q03083	YP034_YEAST	YPL034W		2	2	486851.0	468184.0	112410.0	434586.0	383391.0		153314.0	367964.0	231030.0	280794.0	774059.0	188718.0
Q03088	SVL3_YEAST	SVL3		14	14	10273400.0	11053500.0	730567.0	11071500.0	8920350.0	2624620.0	26116700.0	6848090.0	1081990.0	11359700.0	11526500.0	1337500.0
Q03102	YMN1_YEAST	YML131W		9	9	7983070.0	6660670.0	7482930.0	12148500.0	6694610.0	10013600.0	19203000.0	5479980.0	4416220.0	13689400.0	6902540.0	3000380.0
Q03103	ERO1_YEAST	ERO1		18	18	595085000.0	447588000.0	261138000.0	489583000.0	298357000.0	66222700.0	482064000.0	490984000.0	129999000.0	552260000.0	619304000.0	98286200.0
Q03104	MSC1_YEAST	MSC1		46	46	263123000.0	237544000.0	103318000.0	455748000.0	254998000.0	55683600.0	329380000.0	309276000.0	66293000.0	278653000.0	327003000.0	50941600.0
Q03124	RSC9_YEAST	RSC9		2	2	727055.0	616772.0	442000.0	1710030.0	1536220.0	315859.0	1097430.0	275766.0	405904.0	3491230.0	253555.0	863031.0
Q03151	MTG1_YEAST	MTG1		18	18	14625500.0	15058900.0	15835400.0	13749500.0	14317100.0	14981100.0	11245700.0	11221000.0	13844000.0	14358300.0	12839200.0	18677800.0
Q03153	ATP25_YEAST	ATP25		23	23	25003300.0	28470400.0	30849100.0	26201600.0	26989800.0	35611700.0	29274800.0	27403300.0	29084500.0	20327600.0	26449400.0	28370400.0
Q03161	YMY9_YEAST	YMR099C		20	20	27997900.0	24040900.0	21459100.0	36763800.0	23226300.0	32459400.0	64113200.0	20159600.0	13526100.0	42123900.0	26513200.0	22076500.0
Q03177	YMZ2_YEAST	YMR102C		11	11	1854350.0	1280920.0	1011480.0	1748200.0	1079030.0	528888.0	2568660.0	1511840.0	438001.0	1759790.0	1882060.0	284535.0
Q03195	RLI1_YEAST	RLI1		17	17	15306700.0	10070600.0	5765840.0	18770000.0	9697210.0	5044150.0	25912300.0	8720900.0	5058910.0	21156300.0	11940000.0	4135790.0
Q03201	RT10_YEAST	RSM10		13	13	139144000.0	138662000.0	126856000.0	179450000.0	156261000.0	149744000.0	133428000.0	114218000.0	117795000.0	114341000.0	125013000.0	133150000.0
Q03212	EAR1_YEAST	EAR1		3	3	3161850.0	3423130.0	309394.0	3317390.0	1556020.0		4290960.0	2395220.0	455969.0	3209890.0	3246230.0	
Q03218	MMT1_YEAST	MMT1		10	10	22537200.0	22778400.0	20964000.0	20460300.0	22099600.0	21965600.0	22627600.0	19908900.0	18523500.0	18412400.0	18677700.0	21561700.0
Q03219	YM44_YEAST	YMR178W		4	4	1312520.0	1056390.0	865420.0	1077810.0	688752.0	1173140.0	1723360.0	1129490.0	602887.0	1799010.0	920520.0	546026.0
Q03236	YM49_YEAST	YMR187C		3	3	2884040.0	4328490.0	3494340.0	3532290.0	3876990.0	2784670.0	3381200.0	6799500.0	2228260.0	1445470.0	3561480.0	717511.0
Q03246	RT17_YEAST	MRPS17		19	19	81718800.0	110510000.0	94330100.0	113459000.0	113464000.0	114764000.0	81054000.0	92051500.0	72037000.0	64474400.0	82608900.0	66628600.0
Q03262	PGM3_YEAST	PRM15		3	3	1902300.0	1273170.0	1102830.0	1998480.0	1567470.0	946984.0	4071960.0	1677250.0	746149.0	2997220.0	2155310.0	
Q03264	NGL2_YEAST	NGL2		1	1										299992.0		
Q03280	TOM1_YEAST	TOM1		9	9	597749.0	894008.0	959381.0	513870.0	724130.0	388976.0	1681090.0	575648.0	485148.0	693742.0	773743.0	306586.0
Q03281	HEH2_YEAST	HEH2		21	20	33301200.0	38495400.0	20936800.0	50651200.0	22579500.0	7945330.0	39309100.0	27568300.0	10885500.0	28453600.0	42151800.0	6744270.0
Q03289	PFA5_YEAST	PFA5		1	1	5935340.0		7616720.0	12252200.0	9532380.0		7441200.0	11038000.0	3924600.0		11556600.0	6787580.0
Q03305	RMT2_YEAST	RMT2		9	9	5738060.0	6822530.0	9582170.0			2379270.0	13605800.0	10734800.0	22228400.0	13148000.0	11877600.0	27905700.0
Q03306	PKH3_YEAST	PKH3		5	5	1223120.0	721796.0	559665.0	1047760.0	809927.0		942444.0	872025.0	437013.0	985000.0	1589200.0	
Q03308	VPS16_YEAST	VPS16		14	14	8341150.0	9134840.0	2033470.0	10956500.0	5800140.0	935409.0	16133400.0	6154610.0	821410.0	8983500.0	8060620.0	1593530.0
Q03323	SDC1_YEAST	SDC1		2	2	534013.0	741204.0		882169.0	1198020.0		2307100.0		271862.0	1488840.0	513004.0	
Q03327	UGO1_YEAST	UGO1		15	15	42710700.0	43899300.0	47987000.0	49732000.0	48804000.0	55677200.0	44176600.0	67798400.0	46207800.0	43521800.0	56745100.0	38299500.0
Q03330	GCN5_YEAST	GCN5		3	3	937011.0	1565320.0	984507.0				1597710.0					
Q03337	TRS31_YEAST	TRS31		5	5	6284330.0	5347540.0	4276070.0	5827100.0	5432230.0	3338260.0	9341050.0	4079620.0	2389210.0	6589610.0	8174150.0	2264660.0
Q03361	JIP4_YEAST	JIP4		20	20	5599320.0	3044150.0	3140480.0	6810420.0	4078320.0	717096.0	7917810.0	3499050.0	2125690.0	5786220.0	4594740.0	2084320.0
Q03362	YD476_YEAST	YDR476C		5	5	50927900.0	53579500.0	27213900.0	68922300.0	34714300.0	11759700.0	51869100.0	52666700.0	11896700.0	44588400.0	66947500.0	6304750.0
Q03370	PEX29_YEAST	PEX29		12	12	14175400.0	11066000.0	6337850.0	16035500.0	10194400.0	2507020.0	14921100.0	12141700.0	3244070.0	10281400.0	14393200.0	8815450.0
Q03388	VPS72_YEAST	VPS72		1	1			346790.0									
Q03390	VPS60_YEAST	VPS60		3	3	9212680.0	8912150.0	3527990.0	8756580.0	7253240.0	2568490.0	11970600.0	9559270.0	3505000.0	12408900.0	8733500.0	4209940.0
Q03407	PKH1_YEAST	PKH1		12	12	3169950.0	2405360.0	2130590.0	4500350.0	3234130.0	2202820.0	4049770.0	3206580.0	1382060.0	3948130.0	3604450.0	1650360.0
Q03429	MZM1_YEAST	MZM1		9	9	133069000.0	149827000.0	126232000.0	152314000.0	147945000.0	110203000.0	137084000.0	167601000.0	111841000.0	122833000.0	136507000.0	135984000.0
Q03430	RSM28_YEAST	RSM28		23	23	110612000.0	125335000.0	119908000.0	140341000.0	130669000.0	142558000.0	84867800.0	92984800.0	109383000.0	85807700.0	90942200.0	129913000.0
Q03434	YM12B_YEAST	TY1B-ML2		36	0	42059500.0	86233300.0	43447800.0	52470000.0	35397100.0	24830100.0	80015000.0	83946200.0	74400300.0	102833000.0	88907200.0	72048300.0
Q03435	NHP10_YEAST	NHP10		7	7	1159970.0	4995810.0	1369690.0	2287550.0	1997350.0		2126310.0	2799980.0	512665.0	2137450.0	2683580.0	869608.0
Q03441	RMD1_YEAST	RMD1		19	19	38647800.0	46748200.0	14185700.0	53263000.0	36147600.0	9248400.0	57078600.0	32596200.0	7113750.0	39143000.0	37877700.0	5781760.0
Q03446	RCR2_YEAST	RCR2		2	2	24387200.0	29595700.0	11962800.0	34571800.0	30415600.0	6361640.0	39812800.0	22952500.0	5453860.0	27186300.0	28982900.0	3902090.0
Q03455	MSC2_YEAST	MSC2		5	5	7175150.0	5954480.0	4433440.0	6200020.0	2998610.0	1609670.0	6719350.0	8350110.0	2361990.0	7353730.0	6935660.0	
Q03496	THADA_YEAST	TRM732		1	0	3838940.0	4939220.0	679343.0	4666780.0	2722130.0	456972.0	4295670.0	4021000.0	685803.0	4731030.0	2910100.0	
Q03497	STE20_YEAST	STE20		3	3	3242010.0	2470050.0	1491420.0	4106330.0	1952490.0		5279390.0	1143940.0	949223.0	3774640.0	4321520.0	1541510.0
Q03503	NAA30_YEAST	MAK3		5	5	905405.0	975963.0	746944.0	820344.0	582843.0		1265750.0	587720.0	1269890.0	1175580.0	1002250.0	1045290.0
Q03516	RSN1_YEAST	RSN1		26	26	56674100.0	39731200.0	23431200.0	60993400.0	43208900.0	10291900.0	44666100.0	56242600.0	23796600.0	54405900.0	67975700.0	20343700.0
Q03525	TMA23_YEAST	TMA23		2	2			1350900.0				925453.0	777803.0	1470120.0	1611120.0	1394400.0	788589.0
Q03529	SCS7_YEAST	SCS7		12	12	41981000.0	35375000.0	27657500.0	31165400.0	24791600.0	8940500.0	46592800.0	38976500.0	14548400.0	42169700.0	48377300.0	18627100.0
Q03532	HAS1_YEAST	HAS1		14	14	5722210.0	6738970.0	5444550.0	8468180.0	9187910.0	2564610.0	10263800.0	4091990.0	4316710.0	8082780.0	5649880.0	2925810.0
Q03533	TDA1_YEAST	TDA1		3	3							2137150.0			2202790.0		221800.0
Q03557	GATA_YEAST	HER2		16	16	17632400.0	19647600.0	22765600.0	18435800.0	17795200.0	20155300.0	16266400.0	16186300.0	21758300.0	16449000.0	15635900.0	21760300.0
Q03558	OYE2_YEAST	OYE2		20	18	32157600.0	27458700.0	5948510.0	37306400.0	21848500.0	4144360.0	64052200.0	26229400.0	4602640.0	37904800.0	34518700.0	4038580.0
Q03559	YM8V_YEAST	YMR295C		5	5	6216810.0	6374280.0	1877580.0	5964690.0	3664870.0	844235.0	7351310.0	3445990.0	1601460.0	5063420.0	5465900.0	1726470.0
Q03579	LIP1_YEAST	LIP1		2	2			3779390.0						1438260.0			656147.0
Q03630	BET5_YEAST	BET5		1	1	10466.7	60786.6					84394.5	64483.7				
Q03640	TCB3_YEAST	TCB3		74	74	274833000.0	200124000.0	110552000.0	350023000.0	212702000.0	38593200.0	366756000.0	247652000.0	75132300.0	290730000.0	301753000.0	43814100.0
Q03648	YM59_YEAST	YMR209C		19	19	26302000.0	24177700.0	13731700.0	30621500.0	19255700.0	8800090.0	24921700.0	22581700.0	10478300.0	23763900.0	30483900.0	8562210.0
Q03649	MGL2_YEAST	MGL2		10	10	12770700.0	5813880.0	5520510.0	5018510.0	3569640.0	2940520.0	8433250.0	6268420.0	4859900.0	7440570.0	6433380.0	5249670.0
Q03653	EFR3_YEAST	EFR3		26	26	35172500.0	32729100.0	19553700.0	40213300.0	31221700.0	7274350.0	44823200.0	34520600.0	16971700.0	34175600.0	44593300.0	15696400.0
Q03655	GAS3_YEAST	GAS3		11	11	28919300.0	15492200.0	38537600.0	29659400.0	18355200.0	18748100.0	27709200.0	15104000.0	29897000.0	25456300.0	17247600.0	23275400.0
Q03656	SKY1_YEAST	SKY1		4	4	2442010.0	1861600.0	1622650.0	4900990.0	2110520.0	1340910.0	4802410.0	1771860.0	1365150.0	5132410.0	3588800.0	1534320.0
Q03660	TR130_YEAST	TRS130		1	1	221662.0	212374.0	248952.0				282882.0		277135.0	278083.0	142788.0	308553.0
Q03661	ESC1_YEAST	ESC1		13	13	3952070.0	4179390.0	3947870.0	4461700.0	2783290.0	1314040.0	5262520.0	2758030.0	2458350.0	3302490.0	3355810.0	2368560.0
Q03667	MIX17_YEAST	MIX17		1	1	25527500.0	15775100.0	30014800.0	18102200.0	9687720.0	11192300.0		16309300.0	30340200.0	21960600.0	16488300.0	8579570.0
Q03673	AIM34_YEAST	AIM34		5	5	52980000.0	36430700.0	27239500.0	56578500.0	32314900.0	17929400.0	31657900.0	29763800.0	26316800.0	40685600.0	37658500.0	19545000.0
Q03677	MTND_YEAST	ADI1		3	3				111084.0				86844.5	127555.0			
Q03687	ANY1_YEAST	ANY1		1	1	314875.0	315122.0	20923.6	143761.0	40126.4		167453.0	33414.2		219646.0	60177.6	18431.8
Q03690	CLU_YEAST	CLU1		40	40	25996800.0	19397400.0	11576100.0	28087900.0	13708300.0	11831500.0	36537300.0	15284400.0	8819870.0	30256100.0	24276500.0	10181000.0
Q03694	INP1_YEAST	INP1		1	1	1928630.0	1157560.0		3373930.0						1592370.0		
Q03695	YM58_YEAST	YMR206W		1	1	112703.0		79422.9	162876.0	112984.0		230733.0		107387.0	175063.0		85464.4
Q03702	CCE1_YEAST	CCE1		7	7	24316800.0	21997500.0	20365800.0	26541200.0	26059900.0	19921200.0	22413900.0	19923800.0	19502800.0	20602100.0	22758200.0	21418300.0
Q03705	CG121_YEAST	CGI121		4	4	831308.0	796248.0	702313.0	1136080.0	735627.0	400430.0	1987770.0	598627.0	541437.0	1280110.0	921897.0	504586.0
Q03707	SRC1_YEAST	SRC1		16	16	49346000.0	54288800.0	27078300.0	67647100.0	34657900.0	9163410.0	60281100.0	43130500.0	15908300.0	50924600.0	68171900.0	10928000.0
Q03713	RCF1_YEAST	RCF1		12	12	288681000.0	299875000.0	328596000.0	348718000.0	320357000.0	338024000.0	296838000.0	304523000.0	300904000.0	315637000.0	338997000.0	249043000.0
Q03714	USA1_YEAST	USA1		16	16	13433700.0	10806700.0	5602800.0	14761800.0	8452310.0	2138580.0	12979100.0	12238200.0	3109630.0	11573300.0	11275800.0	3090570.0
Q03722	YMC0_YEAST	YML020W		12	12	6747290.0	7360040.0	3505110.0	7775670.0	4988690.0	2293170.0	8891870.0	5426940.0	3091540.0	6751910.0	6463510.0	4492490.0
Q03723	OST6_YEAST	OST6		5	5	17459200.0	15459700.0	6374070.0	14363500.0	7088110.0	2756070.0	14128300.0	13190500.0	4519480.0	14157000.0	13749000.0	2378620.0
Q03730	YMB8_YEAST	YML018C		2	2	981968.0	1164440.0	329372.0	1520190.0	922610.0	178695.0	1819000.0	931341.0	196333.0	1325580.0	1421110.0	90345.1
Q03735	NAB6_YEAST	NAB6		16	16	2091200.0	2504990.0	2811430.0				5107910.0	3195740.0	5605590.0	2579620.0	2092810.0	3485580.0
Q03750	TAF8_YEAST	TAF8		3	3	718787.0	1185510.0	432831.0	696502.0	751668.0		1520950.0	137367.0		1409710.0		
Q03758	BUL2_YEAST	BUL2		7	7	395286.0	316491.0			138907.0		595095.0		266833.0	498110.0		568101.0
Q03761	TAF12_YEAST	TAF12		9	9	2442490.0	5521590.0	2212160.0	3091910.0	3071200.0		3398610.0	1829970.0	1107960.0	4050750.0	1491810.0	2779520.0
Q03768	GIR2_YEAST	GIR2		2	2	9271070.0			5554840.0	8729170.0	989409.0	5330260.0		1595140.0	4437040.0	9311170.0	
Q03769	ENT5_YEAST	ENT5		8	8	5635310.0	3386450.0	3672720.0	6244890.0	3708160.0	3551810.0	8127500.0	2161890.0	2895110.0	9059250.0	3838760.0	2082190.0
Q03771	ACL4_YEAST	ACL4		8	8	1539520.0	2006250.0	2628830.0				2639730.0	2422520.0	5228570.0	3478010.0	2694220.0	4962800.0
Q03774	TRM82_YEAST	TRM82		2	2		280236.0					753467.0			421831.0		
Q03778	RIFK_YEAST	FMN1		9	9	20751800.0	23433200.0	11047900.0	34547600.0	14403900.0	4344220.0	28747900.0	21009000.0	5727420.0	20967400.0	23989300.0	3524770.0
Q03780	YD239_YEAST	YDR239C		6	6	1518850.0	1675580.0	869728.0	2197220.0	1725320.0	396993.0	3217680.0	1202170.0	735552.0	2155070.0	1791870.0	452945.0
Q03782	SNU56_YEAST	SNU56		1	1										27433.6		
Q03784	TRS23_YEAST	TRS23		2	2	358709.0	326803.0	183859.0			256112.0	396221.0	241347.0	43971.4		321864.0	468595.0
Q03786	GNTK_YEAST	YDR248C		4	4	1640250.0	791533.0	753214.0	2388250.0	1260820.0	908819.0	3086690.0	1290520.0	414068.0	1429160.0	621185.0	
Q03790	NUP53_YEAST	NUP53		14	14	14305000.0	22903400.0	17201500.0	25294400.0	12429800.0	5383880.0	19081600.0	16581900.0	9615580.0	11959800.0	14756800.0	7226230.0
Q03792	RIM13_YEAST	RIM13		1	1	361779.0	306634.0	202608.0	385716.0	252431.0		547812.0	170461.0	132690.0	372242.0	300762.0	
Q03795	YM30_YEAST	YMR155W		1	1	1622030.0	1961420.0	1293260.0	4072870.0	992942.0		1678150.0	1393250.0	333101.0	2159210.0	2849570.0	108664.0
Q03796	TPP1_YEAST	TPP1		1	1	174592.0	182462.0	225729.0		84589.7	132583.0	316678.0	137240.0	282280.0	341786.0	428130.0	504751.0
Q03798	AIM36_YEAST	AIM36		13	13	127219000.0	121001000.0	116812000.0	134158000.0	114601000.0	99410900.0	128334000.0	145194000.0	127420000.0	153607000.0	148965000.0	128389000.0
Q03799	RT08_YEAST	MRPS8		10	10	198613000.0	186942000.0	173702000.0	214719000.0	178462000.0	182359000.0	163778000.0	200753000.0	178786000.0	162721000.0	181153000.0	177717000.0
Q03823	YM35_YEAST	YMR160W		27	27	12955500.0	13138100.0	3351360.0	16018700.0	10648400.0	2402630.0	19936800.0	11331700.0	2353240.0	13652100.0	12293100.0	2567720.0
Q03829	MME1_YEAST	MME1		9	9	10625000.0	10684200.0	10920500.0	11340900.0	11411400.0	9943180.0	8978800.0	8821790.0	11067600.0	8576720.0	6897780.0	15683100.0
Q03833	GIS1_YEAST	GIS1		1	1		690042.0			548462.0	372219.0		302968.0				
Q03834	MSH6_YEAST	MSH6		4	4	764263.0	444790.0	304613.0	1087540.0	353872.0		622881.0	747086.0	321952.0	1589680.0	854454.0	595852.0
Q03835	GLRX3_YEAST	GRX3		3	3	4560860.0	3989790.0	2552560.0	4815110.0	3035850.0	2481890.0	6150550.0	3148470.0	1361680.0	3157070.0	4950580.0	1876460.0
Q03862	ARX1_YEAST	ARX1		6	6	3484250.0	3085170.0	1901180.0	5242000.0	3068190.0	1470780.0	5346750.0	1926750.0	2113500.0	3624010.0	3243000.0	1173640.0
Q03868	SPO71_YEAST	SPO71		3	3	294927.0	276874.0	183808.0	322110.0	435420.0	27763.2	216879.0	279636.0	108209.0	319453.0	364546.0	207625.0
Q03897	WDR59_YEAST	MTC5		1	1	320379.0	338577.0		421624.0	454939.0	526409.0	447284.0	278900.0		377218.0	336170.0	180076.0
Q03921	DOP1_YEAST	DOP1		22	22	6114270.0	3542390.0	3254520.0	7718580.0	4355100.0	3432010.0	12583200.0	2723140.0	1376100.0	14363800.0	6085270.0	1258980.0
